"车牌号","所属公司","所属区域","设备","营运开始时间","营运结束时间","设备编号","GPS经度","GPS纬度","速度","GPS时间","营运状态"
"苏MH2651","泰州出租","姜堰区","7040502394","2019-10-22 00:00:00.0","2020-12-21 00:00:00.0","41","119.854492","32.962159","0.0","2024-08-02 15:42:53.0000","空车"
"苏ML6153","泰州顺达","高港区","7858164010","2018-03-06 00:00:00.0","2018-11-03 00:00:00.0","288","120.060798","32.696042","17.1","2024-08-02 18:13:24.0000","空车"
"苏MC1143","泰州通达","高港区","6404582459","2023-10-16 00:00:00.0","2024-01-08 00:00:00.0","414","119.756909","33.003955","0.0","2024-08-02 16:31:38.0000","空车"
"苏MF6407","泰州通达","姜堰区","3953315788","2022-12-08 00:00:00.0","2024-06-03 00:00:00.0","416","119.948693","32.495987","0.0","2024-08-02 00:19:13.0000","空车"
"苏ME6853","泰州快运","兴化市","6965096268","2018-06-06 00:00:00.0","2022-08-27 00:00:00.0","716","120.054749","32.85872","0.0","2024-08-02 12:29:58.0000","空车"
"苏MS5682","泰州快运","兴化市","7658867789","2020-03-03 00:00:00.0","2020-09-17 00:00:00.0","208","119.897883","32.81917","0.0","2024-08-02 06:54:06.0000","空车"
"苏MG6742","泰州公交","高港区","2333241445","2018-03-25 00:00:00.0","2021-10-25 00:00:00.0","603","119.78675","32.604775","0.0","2024-08-02 10:52:41.0000","交接班"
"苏MT4208","泰州出租","兴化市","8722962486","2018-06-17 00:00:00.0","1900-01-01 00:00:00.0","482","119.921104","32.454629","0.0","2024-08-02 16:56:36.0000","空车"
"苏ML5895","泰州公交","靖江市","2349409434","2023-01-15 00:00:00.0","2023-06-20 00:00:00.0","497","119.892241","32.875264","0.0","2024-08-02 04:23:53.0000","停运"
"苏MR6763","泰州新运","泰兴市","5018948187","2022-10-06 00:00:00.0","2023-07-14 00:00:00.0","803","119.823872","32.538047","0.0","2024-08-02 22:28:06.0000","载客"
"苏MV8332","泰州顺达","海陵区","4701485292","2022-03-11 00:00:00.0","1900-01-01 00:00:00.0","689","119.893282","32.846371","0.0","2024-08-02 16:03:50.0000","停运"
"苏MF8143","泰州快运","泰兴市","1480494664","2019-11-23 00:00:00.0","2024-11-17 00:00:00.0","105","119.854791","33.150402","0.0","2024-08-02 20:19:41.0000","交接班"
"苏MZ1638","泰州联运","姜堰区","7857221324","2018-05-28 00:00:00.0","2022-09-27 00:00:00.0","766","119.943135","33.158135","0.0","2024-08-02 13:01:23.0000","空车"
"苏MU1141","泰州出租","高港区","2043030161","2018-07-12 00:00:00.0","2019-08-20 00:00:00.0","301","120.046423","32.544677","27.1","2024-08-02 16:56:49.0000","载客"
"苏MG2521","泰州顺达","泰兴市","2852408227","2021-09-17 00:00:00.0","2022-04-26 00:00:00.0","629","120.19222","33.157704","0.0","2024-08-02 08:15:19.0000","空车"
"苏MW7895","泰州新运","海陵区","6906898409","2019-05-15 00:00:00.0","2020-07-03 00:00:00.0","979","119.957955","32.969121","0.0","2024-08-02 20:03:41.0000","空车"
"苏MC5790","泰州交运","兴化市","6404582459","2018-12-21 00:00:00.0","2019-03-02 00:00:00.0","303","119.817889","32.801606","48.7","2024-08-02 19:56:22.0000","空车"
"苏MG2521","泰州快运","海陵区","3964229896","2023-10-17 00:00:00.0","2024-04-10 00:00:00.0","134","119.709502","33.124686","0.0","2024-08-02 17:08:48.0000","空车"
"苏MS1127","泰州公交","医药高新区","9881824272","2019-12-05 00:00:00.0","1900-01-01 00:00:00.0","11","119.99837","33.124118","0.0","2024-08-02 08:40:50.0000","载客"
"苏MJ1842","泰州顺达","海陵区","8986950095","2021-01-21 00:00:00.0","2023-05-24 00:00:00.0","26","119.972041","33.162723","15.3","2024-08-02 08:26:11.0000","空车"
"苏ML1165","泰州顺达","高港区","9594878379","2021-12-16 00:00:00.0","2022-02-23 00:00:00.0","804","119.973007","32.435469","5.3","2024-08-02 18:22:15.0000","交接班"
"苏ME7834","泰州顺达","姜堰区","6520103410","2023-04-10 00:00:00.0","2023-11-11 00:00:00.0","289","120.194561","32.812307","0.0","2024-08-02 04:12:02.0000","空车"
"苏ME7349","泰州华运","姜堰区","6611903015","2022-05-26 00:00:00.0","1900-01-01 00:00:00.0","444","119.948102","33.178979","0.0","2024-08-02 18:27:56.0000","停运"
"苏MV5368","泰州顺达","海陵区","1267429212","2021-03-23 00:00:00.0","2024-01-24 00:00:00.0","900","120.03046","32.464055","0.0","2024-08-02 12:52:11.0000","载客"
"苏MR8853","泰州华运","姜堰区","2119980130","2022-11-26 00:00:00.0","2022-02-08 00:00:00.0","807","120.074949","32.810469","0.0","2024-08-02 15:27:17.0000","空车"
"苏MC3916","泰州顺达","姜堰区","1822662216","2020-11-09 00:00:00.0","1900-01-01 00:00:00.0","126","119.738443","32.755151","0.0","2024-08-02 11:36:02.0000","空车"
"苏MQ8080","泰州公交","姜堰区","8792122716","2023-08-07 00:00:00.0","1900-01-01 00:00:00.0","883","120.052019","33.019972","0.0","2024-08-02 17:31:33.0000","载客"
"苏MY2387","泰州顺达","泰兴市","5334976883","2019-12-23 00:00:00.0","2024-03-26 00:00:00.0","380","119.73247","32.67794","0.0","2024-08-02 12:57:45.0000","停运"
"苏MW5699","泰州宏运","海陵区","4464161270","2019-10-03 00:00:00.0","1900-01-01 00:00:00.0","417","119.986139","32.688717","0.0","2024-08-02 06:12:50.0000","停运"
"苏MC7726","泰州出租","姜堰区","5647083348","2022-11-19 00:00:00.0","1900-01-01 00:00:00.0","999","119.924987","32.913871","10.4","2024-08-02 14:49:26.0000","停运"
"苏MW4848","泰州新运","高港区","9503167458","2022-05-28 00:00:00.0","1900-01-01 00:00:00.0","211","119.780983","32.6433","41.3","2024-08-02 12:58:55.0000","停运"
"苏MA9234","泰州新运","泰兴市","7467725516","2023-10-11 00:00:00.0","2023-01-03 00:00:00.0","56","120.170803","32.534909","0.0","2024-08-02 07:19:39.0000","载客"
"苏MD3325","泰州宏运","泰兴市","3067418686","2023-07-10 00:00:00.0","2023-03-15 00:00:00.0","435","120.020954","32.836462","0.0","2024-08-02 16:49:36.0000","空车"
"苏MB4012","泰州顺达","泰兴市","6965096268","2022-09-04 00:00:00.0","2023-02-09 00:00:00.0","470","119.872685","33.190419","0.0","2024-08-02 13:21:38.0000","交接班"
"苏MJ7235","泰州联运","医药高新区","3387104291","2019-08-17 00:00:00.0","2021-08-01 00:00:00.0","102","120.106739","33.121849","66.1","2024-08-02 07:03:18.0000","空车"
"苏ML3876","泰州交运","海陵区","2062073697","2018-02-14 00:00:00.0","1900-01-01 00:00:00.0","280","119.998759","32.625085","20.2","2024-08-02 13:15:13.0000","空车"
"苏MR7394","泰州快运","靖江市","2346922426","2022-05-27 00:00:00.0","2024-10-04 00:00:00.0","141","119.976611","32.555724","0.0","2024-08-02 18:23:02.0000","载客"
"苏MS6695","泰州出租","高港区","2335901990","2023-06-26 00:00:00.0","2024-03-20 00:00:00.0","924","119.900694","32.88197","0.0","2024-08-02 11:50:21.0000","空车"
"苏MP2858","泰州快运","泰兴市","8088660633","2021-12-19 00:00:00.0","1900-01-01 00:00:00.0","845","119.996862","33.074082","0.0","2024-08-02 10:39:20.0000","载客"
"苏MD3325","泰州通达","医药高新区","7279140605","2023-10-19 00:00:00.0","1900-01-01 00:00:00.0","62","120.13605","33.119014","17.9","2024-08-02 11:43:07.0000","空车"
"苏MD1894","泰州联运","海陵区","2770791023","2021-03-14 00:00:00.0","2024-09-25 00:00:00.0","636","120.05026","32.858056","0.0","2024-08-02 07:40:46.0000","载客"
"苏MG4787","泰州新运","高港区","2536778950","2019-08-18 00:00:00.0","2021-11-25 00:00:00.0","898","120.199061","32.848709","0.0","2024-08-02 20:47:46.0000","空车"
"苏MT1245","泰州通达","高港区","6047405755","2021-06-16 00:00:00.0","2023-05-04 00:00:00.0","597","120.19113","33.153188","21.2","2024-08-02 15:12:15.0000","载客"
"苏MX8838","泰州通达","海陵区","4218981849","2020-12-16 00:00:00.0","1900-01-01 00:00:00.0","857","120.057071","32.630104","0.0","2024-08-02 20:25:52.0000","载客"
"苏MF6407","泰州快运","泰兴市","5962610986","2018-02-14 00:00:00.0","2021-02-22 00:00:00.0","799","119.821229","32.869464","16.0","2024-08-02 21:44:17.0000","载客"
"苏MC9476","泰州宏运","兴化市","8164814926","2018-02-21 00:00:00.0","2022-12-24 00:00:00.0","880","120.077956","32.920431","0.0","2024-08-02 00:35:59.0000","空车"
"苏MV5682","泰州华运","医药高新区","6002078344","2018-05-19 00:00:00.0","2020-05-15 00:00:00.0","666","120.168304","32.796307","76.3","2024-08-02 20:11:26.0000","停运"
"苏MB8784","泰州通达","高港区","9824122054","2018-12-11 00:00:00.0","2022-11-25 00:00:00.0","207","119.865342","33.047051","19.5","2024-08-02 20:08:54.0000","载客"
"苏MR5029","泰州新运","姜堰区","1074059253","2020-04-01 00:00:00.0","1900-01-01 00:00:00.0","251","120.034628","32.46939","0.0","2024-08-02 15:40:57.0000","空车"
"苏ML3876","泰州交运","姜堰区","5452580287","2020-03-13 00:00:00.0","2022-12-04 00:00:00.0","664","120.046384","32.922947","0.0","2024-08-02 18:21:19.0000","空车"
"苏ML5800","泰州出租","兴化市","7351029162","2021-09-26 00:00:00.0","2022-04-22 00:00:00.0","782","120.002869","32.998188","0.0","2024-08-02 11:14:14.0000","载客"
"苏MP2940","泰州快运","海陵区","2349409434","2019-03-11 00:00:00.0","2022-02-22 00:00:00.0","220","119.973825","32.449406","0.0","2024-08-02 14:33:45.0000","载客"
"苏MW4848","泰州出租","靖江市","7858164010","2020-12-01 00:00:00.0","2020-12-07 00:00:00.0","602","119.981956","32.73234","0.0","2024-08-02 06:32:28.0000","载客"
"苏MP1757","泰州交运","海陵区","2880160025","2019-11-24 00:00:00.0","2022-06-13 00:00:00.0","469","119.936036","33.18891","0.0","2024-08-02 04:22:44.0000","空车"
"苏MQ9782","泰州顺达","海陵区","2845919895","2019-01-25 00:00:00.0","1900-01-01 00:00:00.0","315","119.968629","32.542779","0.0","2024-08-02 11:43:42.0000","载客"
"苏MB9668","泰州联运","高港区","5471357886","2018-01-26 00:00:00.0","2022-01-08 00:00:00.0","221","119.777561","32.7685","0.0","2024-08-02 16:34:27.0000","停运"
"苏MS4127","泰州交运","兴化市","4300636585","2020-04-27 00:00:00.0","2024-06-19 00:00:00.0","622","119.96988","32.75117","23.3","2024-08-02 06:02:28.0000","空车"
"苏MA2885","泰州华运","姜堰区","6679017210","2019-11-22 00:00:00.0","2022-01-12 00:00:00.0","974","119.978359","32.620123","0.0","2024-08-02 08:56:09.0000","载客"
"苏MD3325","泰州出租","姜堰区","2444812497","2020-12-05 00:00:00.0","2020-09-14 00:00:00.0","436","120.077208","32.701168","0.0","2024-08-02 18:20:44.0000","维修"
"苏MS2024","泰州宏运","医药高新区","6435772945","2022-10-02 00:00:00.0","2022-10-24 00:00:00.0","697","119.967818","32.696862","1.6","2024-08-02 11:16:13.0000","空车"
"苏MA4009","泰州交运","高港区","8884394611","2021-04-23 00:00:00.0","2022-07-08 00:00:00.0","575","120.181039","33.149728","0.0","2024-08-02 13:55:58.0000","停运"
"苏MA9234","泰州通达","姜堰区","2024542722","2023-08-25 00:00:00.0","2023-06-11 00:00:00.0","433","120.141406","32.687716","0.0","2024-08-02 18:24:29.0000","维修"
"苏MV3346","泰州通达","靖江市","5897045684","2020-04-13 00:00:00.0","2021-08-18 00:00:00.0","680","119.989571","33.147807","0.0","2024-08-02 14:14:47.0000","空车"
"苏ML8889","泰州出租","泰兴市","2272368870","2022-11-02 00:00:00.0","2022-11-02 00:00:00.0","792","119.784633","33.03598","14.7","2024-08-02 08:52:31.0000","停运"
"苏MZ5037","泰州出租","海陵区","2734202799","2022-08-22 00:00:00.0","2022-09-18 00:00:00.0","431","119.928005","32.574976","0.0","2024-08-02 12:53:40.0000","载客"
"苏MK6619","泰州交运","靖江市","1647812758","2018-09-05 00:00:00.0","1900-01-01 00:00:00.0","644","120.037016","33.050526","27.3","2024-08-02 01:46:17.0000","空车"
"苏MY2887","泰州顺达","兴化市","6435772945","2018-11-28 00:00:00.0","2018-02-13 00:00:00.0","398","119.821604","32.767198","9.1","2024-08-02 19:17:50.0000","维修"
"苏MJ1097","泰州公交","兴化市","7482848011","2018-09-02 00:00:00.0","1900-01-01 00:00:00.0","932","120.022454","33.076264","0.0","2024-08-02 14:03:40.0000","停运"
"苏MN5311","泰州快运","泰兴市","3568547910","2022-03-25 00:00:00.0","2023-02-10 00:00:00.0","176","120.164383","32.426321","0.0","2024-08-02 09:59:04.0000","停运"
"苏MQ9782","泰州华运","医药高新区","2840877826","2020-01-04 00:00:00.0","2020-06-20 00:00:00.0","797","120.095249","32.991796","2.4","2024-08-02 14:54:24.0000","载客"
"苏MR7289","泰州宏运","高港区","1822662216","2023-07-03 00:00:00.0","2024-04-23 00:00:00.0","85","120.170571","32.684649","0.0","2024-08-02 22:20:01.0000","载客"
"苏MC3916","泰州顺达","姜堰区","3105400301","2020-02-05 00:00:00.0","1900-01-01 00:00:00.0","451","119.702598","32.485241","0.0","2024-08-02 09:24:45.0000","空车"
"苏ML5104","泰州公交","姜堰区","2015242176","2021-07-25 00:00:00.0","1900-01-01 00:00:00.0","932","119.998462","32.843376","25.9","2024-08-02 14:32:26.0000","空车"
"苏MD1894","泰州出租","姜堰区","8616379926","2021-05-16 00:00:00.0","2023-05-08 00:00:00.0","748","119.946562","32.640905","0.0","2024-08-02 14:10:43.0000","载客"
"苏MT6263","泰州通达","海陵区","5474620894","2020-07-27 00:00:00.0","2024-03-10 00:00:00.0","338","119.866109","33.159059","24.1","2024-08-02 15:12:29.0000","空车"
"苏MM2864","泰州宏运","靖江市","7296096954","2020-02-19 00:00:00.0","1900-01-01 00:00:00.0","568","119.862943","33.025579","0.0","2024-08-02 13:11:25.0000","交接班"
"苏MH7483","泰州宏运","医药高新区","3381183483","2021-03-21 00:00:00.0","2023-11-05 00:00:00.0","742","120.046418","32.633065","23.9","2024-08-02 16:35:01.0000","载客"
"苏MF8730","泰州华运","靖江市","7279140605","2020-12-26 00:00:00.0","2020-02-25 00:00:00.0","264","120.160196","32.80529","16.4","2024-08-02 18:04:28.0000","交接班"
"苏MH1700","泰州顺达","医药高新区","7839626408","2022-09-19 00:00:00.0","2022-08-12 00:00:00.0","410","119.705274","32.744364","0.0","2024-08-02 07:39:02.0000","载客"
"苏MH2986","泰州顺达","海陵区","6360837474","2023-03-12 00:00:00.0","2024-04-17 00:00:00.0","504","119.847716","32.786217","34.3","2024-08-02 18:37:44.0000","维修"
"苏MD7657","泰州公交","姜堰区","8904911624","2018-11-26 00:00:00.0","1900-01-01 00:00:00.0","768","120.055389","32.435746","0.0","2024-08-02 13:28:46.0000","空车"
"苏MS2024","泰州华运","兴化市","2194673401","2021-07-01 00:00:00.0","2022-08-19 00:00:00.0","449","119.902524","32.585484","0.0","2024-08-02 13:35:10.0000","载客"
"苏MT1245","泰州快运","海陵区","9881824272","2018-05-22 00:00:00.0","2022-11-11 00:00:00.0","621","119.968445","33.039602","0.0","2024-08-02 00:13:13.0000","空车"
"苏MY4483","泰州宏运","靖江市","2062073697","2023-03-11 00:00:00.0","1900-01-01 00:00:00.0","322","120.036794","32.538022","27.6","2024-08-02 15:37:07.0000","载客"
"苏MT2221","泰州华运","靖江市","8076144396","2023-11-06 00:00:00.0","2024-05-05 00:00:00.0","201","119.891855","32.510294","0.0","2024-08-02 07:44:09.0000","载客"
"苏MN6971","泰州宏运","高港区","8422620843","2021-11-16 00:00:00.0","2024-08-06 00:00:00.0","94","119.891972","32.556103","0.0","2024-08-02 19:39:03.0000","载客"
"苏MA9331","泰州联运","靖江市","6322520473","2021-09-17 00:00:00.0","1900-01-01 00:00:00.0","126","120.09037","32.630936","0.0","2024-08-02 18:14:18.0000","交接班"
"苏MG9391","泰州宏运","靖江市","6520103410","2018-08-09 00:00:00.0","2024-02-15 00:00:00.0","896","119.912577","32.574834","19.6","2024-08-02 18:52:23.0000","空车"
"苏MU7024","泰州出租","靖江市","2263732197","2020-09-09 00:00:00.0","2021-06-23 00:00:00.0","309","119.80331","32.511388","0.0","2024-08-02 18:15:13.0000","空车"
"苏MC9793","泰州华运","海陵区","5474620894","2019-03-23 00:00:00.0","2020-11-13 00:00:00.0","511","120.133524","33.193989","0.0","2024-08-02 14:54:32.0000","停运"
"苏MA6105","泰州宏运","海陵区","2043030161","2020-12-12 00:00:00.0","2023-06-19 00:00:00.0","12","120.140063","32.906902","0.0","2024-08-02 14:17:40.0000","载客"
"苏MN6971","泰州新运","兴化市","9881824272","2020-06-18 00:00:00.0","2024-08-26 00:00:00.0","361","119.914822","32.574264","0.0","2024-08-02 17:29:40.0000","空车"
"苏ME8287","泰州公交","医药高新区","5897045684","2019-11-10 00:00:00.0","1900-01-01 00:00:00.0","965","119.928259","32.526387","51.4","2024-08-02 04:40:50.0000","停运"
"苏MK9194","泰州出租","海陵区","6906898409","2023-02-01 00:00:00.0","1900-01-01 00:00:00.0","89","119.852755","32.717073","7.1","2024-08-02 06:23:16.0000","载客"
"苏MY2387","泰州交运","泰兴市","8422620843","2019-07-03 00:00:00.0","2019-02-11 00:00:00.0","386","119.760297","32.674859","64.7","2024-08-02 15:33:43.0000","载客"
"苏ML5800","泰州公交","靖江市","9051829827","2019-11-24 00:00:00.0","1900-01-01 00:00:00.0","431","120.00516","32.850633","0.0","2024-08-02 07:49:52.0000","空车"
"苏MC8353","泰州公交","靖江市","3929454134","2019-05-21 00:00:00.0","1900-01-01 00:00:00.0","576","119.875768","32.984007","0.0","2024-08-02 19:05:57.0000","交接班"
"苏MD2743","泰州新运","靖江市","6695912196","2019-08-13 00:00:00.0","1900-01-01 00:00:00.0","521","120.073922","32.807618","0.0","2024-08-02 18:44:01.0000","空车"
"苏MB8653","泰州华运","医药高新区","3373077218","2021-02-01 00:00:00.0","2021-05-07 00:00:00.0","50","119.910432","33.071179","0.0","2024-08-02 14:00:23.0000","空车"
"苏ML5895","泰州华运","兴化市","9196963901","2020-02-10 00:00:00.0","1900-01-01 00:00:00.0","953","119.741214","32.961449","0.0","2024-08-02 21:25:32.0000","载客"
"苏MR4704","泰州快运","泰兴市","5952059278","2019-01-08 00:00:00.0","1900-01-01 00:00:00.0","454","120.02492","33.010579","9.4","2024-08-02 22:09:34.0000","载客"
"苏MZ1638","泰州公交","海陵区","2121910732","2022-09-26 00:00:00.0","2023-03-12 00:00:00.0","139","120.05075","32.96632","0.0","2024-08-02 13:38:03.0000","停运"
"苏MN3604","泰州华运","姜堰区","1780520225","2022-06-02 00:00:00.0","2024-03-12 00:00:00.0","171","119.831475","32.819083","61.4","2024-08-02 17:07:49.0000","载客"
"苏MP4435","泰州新运","海陵区","7490442894","2021-03-06 00:00:00.0","2021-09-26 00:00:00.0","945","120.131464","32.43523","0.0","2024-08-02 18:57:36.0000","载客"
"苏MM2864","泰州公交","靖江市","7228002201","2018-07-03 00:00:00.0","2024-05-25 00:00:00.0","875","119.95102","32.698247","39.0","2024-08-02 08:15:26.0000","维修"
"苏MJ1097","泰州联运","姜堰区","3485432021","2021-04-24 00:00:00.0","2022-03-01 00:00:00.0","964","119.851955","32.851045","14.0","2024-08-02 10:35:29.0000","载客"
"苏MJ1097","泰州交运","医药高新区","1780520225","2019-07-16 00:00:00.0","2020-12-09 00:00:00.0","105","120.124503","32.925843","3.2","2024-08-02 02:34:22.0000","载客"
"苏MA2885","泰州顺达","兴化市","3094011037","2021-02-19 00:00:00.0","2024-11-05 00:00:00.0","252","119.742451","33.179644","0.0","2024-08-02 20:57:54.0000","空车"
"苏ME5065","泰州顺达","兴化市","3847562279","2022-02-05 00:00:00.0","1900-01-01 00:00:00.0","470","119.737344","32.617565","0.0","2024-08-02 09:20:59.0000","交接班"
"苏MN6971","泰州宏运","姜堰区","8289454630","2020-12-23 00:00:00.0","2021-06-05 00:00:00.0","103","120.126241","32.770677","0.0","2024-08-02 10:07:34.0000","维修"
"苏MF8124","泰州通达","医药高新区","3048612358","2023-09-08 00:00:00.0","1900-01-01 00:00:00.0","114","119.715541","33.192541","0.0","2024-08-02 22:25:32.0000","载客"
"苏MY6423","泰州联运","医药高新区","1480494664","2018-01-03 00:00:00.0","1900-01-01 00:00:00.0","671","120.043143","32.720465","34.2","2024-08-02 06:03:53.0000","载客"
"苏MS2024","泰州交运","兴化市","1189351213","2021-01-13 00:00:00.0","2022-06-07 00:00:00.0","940","120.162066","32.44051","0.0","2024-08-02 19:05:57.0000","载客"
"苏MY5655","泰州快运","靖江市","4875962612","2021-01-03 00:00:00.0","1900-01-01 00:00:00.0","150","120.023639","32.893582","0.0","2024-08-02 09:28:56.0000","停运"
"苏MU4439","泰州新运","医药高新区","3472487690","2020-10-17 00:00:00.0","2022-03-01 00:00:00.0","336","119.891249","32.415624","14.4","2024-08-02 08:56:51.0000","交接班"
"苏MN5311","泰州宏运","靖江市","3181106786","2019-11-08 00:00:00.0","1900-01-01 00:00:00.0","845","119.991994","32.685946","0.0","2024-08-02 03:51:49.0000","空车"
"苏MQ8080","泰州出租","高港区","4604460472","2023-12-12 00:00:00.0","2023-10-07 00:00:00.0","866","119.859002","32.589241","10.8","2024-08-02 18:14:36.0000","载客"
"苏MG4314","泰州交运","高港区","3309122187","2022-04-26 00:00:00.0","1900-01-01 00:00:00.0","744","119.709964","32.88133","0.0","2024-08-02 14:11:31.0000","空车"
"苏MT4208","泰州交运","高港区","4656488400","2018-06-23 00:00:00.0","2021-10-04 00:00:00.0","354","120.158612","32.869287","25.4","2024-08-02 20:54:55.0000","停运"
"苏MX3865","泰州顺达","高港区","3112035409","2023-10-27 00:00:00.0","1900-01-01 00:00:00.0","324","119.980989","32.965746","60.7","2024-08-02 10:10:46.0000","空车"
"苏MF5914","泰州快运","海陵区","5952059278","2018-08-05 00:00:00.0","2018-04-12 00:00:00.0","337","119.859108","32.545665","18.4","2024-08-02 07:46:00.0000","载客"
"苏MV8332","泰州交运","姜堰区","2355268102","2023-01-02 00:00:00.0","2024-03-14 00:00:00.0","514","120.046588","32.567747","0.0","2024-08-02 15:05:52.0000","交接班"
"苏MF8730","泰州联运","高港区","6379012098","2020-02-03 00:00:00.0","2023-03-24 00:00:00.0","86","120.099597","32.76103","0.0","2024-08-02 10:24:06.0000","空车"
"苏MK1714","泰州华运","泰兴市","3067418686","2019-04-14 00:00:00.0","2024-12-18 00:00:00.0","281","120.144877","32.531998","0.0","2024-08-02 10:39:57.0000","空车"
"苏ME5065","泰州新运","医药高新区","7422990551","2023-11-20 00:00:00.0","2023-01-07 00:00:00.0","184","119.727252","32.792759","0.0","2024-08-02 09:06:03.0000","空车"
"苏MP4435","泰州华运","兴化市","3096929657","2019-06-13 00:00:00.0","2022-01-09 00:00:00.0","460","120.03052","32.791277","0.0","2024-08-02 22:30:54.0000","载客"
"苏MH1700","泰州出租","医药高新区","9884231465","2022-04-18 00:00:00.0","1900-01-01 00:00:00.0","406","119.748351","32.957177","24.3","2024-08-02 09:53:17.0000","载客"
"苏MX3347","泰州联运","兴化市","5452580287","2022-10-22 00:00:00.0","2022-02-25 00:00:00.0","469","119.897402","32.639082","31.7","2024-08-02 22:43:55.0000","载客"
"苏ME9862","泰州交运","兴化市","8325785916","2019-10-09 00:00:00.0","2024-02-03 00:00:00.0","407","120.041563","32.462695","0.0","2024-08-02 21:10:13.0000","维修"
